Volcano Number,Volcano Name,Country,Activity classification,Class,Sentinel-1 quality,Remote detections (Def/G/T),Detection Type,PEI,Primary volcano type,Activity evidence,Last known eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant rock type,Tectonic setting,Geological summary,,,,,,,,,,,,,,,,
355101,Cordon de Puntas Negras,Chile,Quiescent,B1,,Def,,,Stratovolcano(es),Evidence credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.743,-67.534," 	5,852 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355102,Miniques,Chile,Inactive,C,,,,,Stratovolcano(es),Evidence uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.820,-67.770," 	5,910 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355103,"Tujle, Cerro",Chile,Inactive,C,,,,,Maar,Evidence credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.830,-67.950," 	3,550 ",No data (checked),Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355104,Caichinque,Chile,Inactive,C,,,,,Stratovolcano(es),Evidence uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.949,-67.740," 	4,458 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355105,Tilocalar,Chile,Inactive,C,,,,,Lava cone(es),Evidence uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.970,-68.130," 	3,109 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355106,"Negrillar, El",Chile,Inactive,C,,,,,Pyroclastic cone(s),Evidence credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-24.180,-68.250," 	3,500 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355107,Pular,Chile,Quiescent,B1,,T,"ASTER, MODIS?",,Stratovolcano(es),Evidence uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-24.188,-68.054," 	6,233 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355108,"Negrillar, La",Chile,Inactive,C,,,,,Pyroclastic cone(s),Evidence uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-24.319,-68.590," 	4,220 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355109,Socompa,Chile-Argentina,Inactive,C,,,,,Stratovolcano,Eruption dated,5250 B.C.E.,South America,"Northern Chile, Bolivia and Argentina",-24.396,-68.246," 	6,031 ",Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355110,Llullaillaco,Chile-Argentina,Inactive,C,,,,,Stratovolcano,Eruption observed,1877 C.E.,South America,"Northern Chile, Bolivia and Argentina",-24.720,-68.530," 	6,739 ",Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355112,Corrida de Cori Volcanic Field,Chile-Argentina,Inactive,C,,,,,Stratovolcano,Evidence uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-25.083,-68.367," 	5,451 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355120,Lastarria,Chile-Argentina,Quiescent,B1,,"Def, G, T","ASTER, OMI, ENVISAT, MODIS?",,Stratovolcano,Evidence credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-25.168,-68.507," 	5,706 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355121,Cordon del Azufre,Chile-Argentina,Quiescent,B1,,Def,,,Complex,Evidence credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-25.336,-68.521," 	5,481 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355122,"Bayo Gorbea, Cerro",Chile-Argentina,Inactive,C,,,,,Complex,Evidence credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-25.414,-68.588," 	5,413 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355123,"Nevada, Sierra",Chile-Argentina,Inactive,C,,,ASTER,,Complex,Evidence credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-26.480,-68.580," 	6,173 ",No data (checked),Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355124,Falso Azufre,Chile-Argentina,Quiescent,B1,,T,"ASTER, MODIS?",,Complex,Evidence uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-26.800,-68.370," 	5,906 ",No data (checked),Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355125,"Incahuasi, Nevado de",Chile-Argentina,Inactive,C,,,,,Stratovolcano(es),Evidence uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-27.033,-68.296," 	6,638 ",Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355130,"Ojos del Salado, Nevados",Chile-Argentina,Quiescent,B1,,T,"ASTER, MODIS?",,Stratovolcano,Eruption dated,750 C.E.,South America,"Northern Chile, Bolivia and Argentina",-27.109,-68.541," 	6,879 ",Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355131,"Solo, El",Chile-Argentina,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-27.105,-68.713," 	6,205 ",Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355140,Copiapo,Chile,Inactive,C,,,,,Stratovolcano,Unrest / Pleistocene,Unknown,South America,"Northern Chile, Bolivia and Argentina",-27.300,-69.130," 	6,052 ",Dacite,Subduction zone/Continental crust (>25 km),"Volcán Copiapó in Atacama province SW of Nevados Ojos del Salado volcano is a dominantly Miocene–Pliocene stratovolcano. Eight andesitic pyroclastic cones are located primarily on the SE flank of the 6,052-m-high volcano. The most recent cone, Volcán San Román, lies 7 km north of Copiapó and was considered to be of probable Pleistocene age, related to late-stage reactivation of Pleistocene-Holocene fissures cutting the Ojos del Salado region (González-Ferrán, 1995). This dacitic-to-andesitic volcano was reported by Von Wolff (1929) to display solfataric activity.",,,,,,,,,,,,,,,,
355150,Tuzgle,Argentina,Inactive,C,,,,,Stratovolcano,Evidence uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-24.050,-66.480," 	5,486 ",Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355160,Aracar,Argentina,Quiescent Ground-based,B2,,,Ground-based 1993,,Stratovolcano,Evidence credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-24.290,-67.783," 	6,095 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355161,Unnamed,Argentina,Inactive,C,,,,,Pyroclastic cone,Evidence credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-25.078,-68.266," 	4,652 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355180,Antofagasta Volcanic Field,Argentina,Inactive,C,,,,,Pyroclastic cone(s),Evidence uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-26.120,-67.400," 	3,495 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355190,"Condor, El",Argentina,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-26.632,-68.361," 	6,373 ",No data (checked),Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355200,Peinado,Argentina,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-26.623,-68.116," 	5,741 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355210,"Blanco, Cerro",Argentina,Quiescent,B1,,"Def, T",,,Caldera,Eruption dated,2300 B.C.E.,South America,"Northern Chile, Bolivia and Argentina",-26.789,-67.765," 	4,670 ",Rhyolite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355220,Tipas,Argentina,Inactive,C,,,,,Complex,Evidence credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-27.196,-68.561," 	6,658 ",No data (checked),Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355823,Aucanquilcha,Chile,Inactive,C,,,,,Stratovolcano,Unrest / Pleistocene,Unknown,South America,"Northern Chile, Bolivia and Argentina",-21.220,-68.470," 	6,176 ",,Subduction zone/Continental crust (>25 km),"The world's highest permanent human habitation is situated below a sulfur mine in the summit region of Cerro Aucanquilcha, one the largest volcanoes of northern Chile. Several distinct cones are located along a 10-km-long, E–W ridge that forms the broad summit. A Pleistocene debris-avalanche deposit is a prominent feature on the lower NW flank. Extensive Pleistocene glacial moraines surround the stratovolcano, but postglacial lava flows overlie these moraines on the upper southern flanks (de Silva and Francis, 1991). Wörner and others (2000) obtained surprisingly old Potassium-Argon dates of 400,000 to 780,000 years from the youngest flows on the NE and SW flanks, and eruptive activity appears to have ended during the late Pleistocene. It presently displays fumarolic activity.",,,,,,,,,,,,,,,,
355838,Uturuncu,Bolivia,Quiescent,B1,,"Def, T","ASTER, MODIS?",,Stratovolcano,Unrest / Pleistocene,Unknown,South America,"Northern Chile, Bolivia and Argentina",-22.270,-67.180," 	6,008 ",,Subduction zone/Continental crust (>25 km),"Uturuncu, the highest peak of SW Bolivia, displays fumarolic activity, and postglacial lava flows were noted by Kussmaul and others (1977). Inspection of satellite images of the 6,008-m-high peak, located SE of Quetana, did not show evidence for postglacial activity (de Silva and Francis, 1991). Andesitic and dacitic lava flows dominate on Uturuncu, and no pyroclastic deposits were observed during recent field work. Although young lava flows display well-preserved flow features, youthful-looking summit lava flows showed evidence of glaciation. Two active sulfur-producing fumarole fields are located near the summit, and large-scale ground deformation was observed beginning in May 1992 (Pritchard and Simons, 2002), indicating, along with seismicity detected in 2009–10 (Jay and others, 2012), that a magmatic system is still present.",,,,,,,,,,,,,,,,
356011,Rapa Nui,Chile,Inactive,C,,,,,Shield(s),Evidence credible,Unknown,South America,Pacific Ocean (Chilean Islands),-27.114,-109.356, 	501 ,Basalt/Picro-basalt,Rift zone/Oceanic crust (<15 km),,,,,,,,,,,,,,,,,
357010,Tupungatito,Chile-Argentina,Quiescent,B1,Sentinel?,T,"ASTER, MODIS?",,Stratovolcano,Eruption observed,1987 C.E.,South America,Central Chile and Argentina,-33.425,-69.797," 	5,660 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357020,San Jose,Chile-Argentina,Quiescent,B1,Sentinel?,T,"ASTER, MODIS?",,Stratovolcano(es),Eruption observed,1960 C.E.,South America,Central Chile and Argentina,-33.789,-69.895," 	6,070 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357021,Maipo,Chile-Argentina,Inactive,C,,,,,Caldera,Eruption observed,1912 C.E.,South America,Central Chile and Argentina,-34.164,-69.832," 	5,323 ",Trachyandesite/Basaltic trachyandesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357022,Palomo,Chile,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,South America,Central Chile and Argentina,-34.608,-70.295," 	4,860 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357023,"Atuel, Caldera del",Argentina,Quiescent,B1,Sentinel?,"Def, T",,,Caldera,Evidence credible,Unknown,South America,Central Chile and Argentina,-34.650,-70.050," 	5,189 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357024,Risco Plateado,Argentina,Inactive,C,,,,,Stratovolcano,Evidence uncertain,Unknown,South America,Central Chile and Argentina,-34.917,-69.981," 	4,999 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357030,Tinguiririca,Chile,Quiescent,B1,Sentinel?,Def,,,Stratovolcano,Eruption observed,1917 C.E.,South America,Central Chile and Argentina,-34.814,-70.352," 	4,280 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357040,Planchon-Peteroa,Chile,Active,A1,Sentinel not enough,"G, T","ASTER, MODIS?",2,Stratovolcano(es),Eruption observed,2019 C.E.,South America,Central Chile and Argentina,-35.223,-70.568," 	3,977 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357041,Infiernillo,Argentina,Inactive,C,,,,,Volcanic field,Eruption dated,6890 B.C.E.,South America,Central Chile and Argentina,-35.123,-69.900," 	3,007 ",Andesite/Basaltic andesite,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357042,Calabozos,Chile,Quiescent,B1,Sentinel?,"Def, T","ASTER, MODIS?",,Caldera,Evidence credible,Unknown,South America,Central Chile and Argentina,-35.558,-70.496," 	3,508 ",Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357050,Descabezado Grande,Chile,Quiescent,B1,Sentinel?,T,"ASTER, MODIS?",,Stratovolcano(es),Eruption observed,1933 C.E.,South America,Central Chile and Argentina,-35.580,-70.750," 	3,953 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357060,"Azul, Cerro",Chile,Quiescent,B1,Sentinel?,"Def, T","ASTER, MODIS?",,Stratovolcano,Eruption observed,1967 C.E.,South America,Central Chile and Argentina,-35.653,-70.761," 	3,788 ",Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357061,"Maule, Laguna del",Chile,Quiescent,B1,,Def,,,Caldera,Eruption dated,50 B.C.E.,South America,Central Chile and Argentina,-36.058,-70.492," 	2,162 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357062,San Pedro-Pellado,Chile,Inactive,C,,,ASTER,,Stratovolcano(es),Evidence credible,Unknown,South America,Central Chile and Argentina,-35.989,-70.849," 	3,621 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357063,"Longavi, Nevado de",Chile,Inactive,C,,,ASTER,,Stratovolcano,Eruption dated,4890 B.C.E.,South America,Central Chile and Argentina,-36.193,-71.161," 	3,242 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357064,"Blancas, Lomas",Chile,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,South America,Central Chile and Argentina,-36.286,-71.009," 	2,268 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357065,"Resago, Volcan",Chile,Inactive,C,,,,,Pyroclastic cone,Evidence credible,Unknown,South America,Central Chile and Argentina,-36.450,-70.920," 	1,890 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357066,Payun Matru,Argentina,Inactive,C,,,,,Shield,Eruption dated,5050 B.C.E.,South America,Central Chile and Argentina,-36.422,-69.241," 	3,715 ",Trachybasalt/Tephrite basanite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357067,Domuyo,Argentina,Active,B1,,Def,,,Stratovolcano,Evidence uncertain,Unknown,South America,Central Chile and Argentina,-36.638,-70.432," 	4,702 ",Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357070,"Chillan, Nevados de",Chile,Active,A1,Sentinel not enough,"Def, T","ASTER, MODIS",2,Stratovolcano,Eruption observed,2021 C.E.,South America,Central Chile and Argentina,-36.868,-71.378," 	3,180 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357072,Tromen,Argentina,Inactive,C,,,,,Stratovolcano(es),Eruption observed,1822 C.E.,South America,Central Chile and Argentina,-37.144,-70.033," 	4,114 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357080,Antuco,Chile,Quiescent Ground-based,B2,,,Ground-based 2013,,Stratovolcano,Eruption observed,1869 C.E.,South America,Central Chile and Argentina,-37.406,-71.349," 	2,979 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357081,Trolon,Argentina,Inactive,C,,,,,Lava dome(s),Evidence uncertain,Unknown,South America,Central Chile and Argentina,-37.738,-70.906," 	2,360 ",Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357090,Copahue,Chile-Argentina,Active,A1,Sentinel not enough,"Def, G, T","ASTER, MODIS",2,Stratovolcano,Eruption observed,2020 C.E.,South America,Central Chile and Argentina,-37.856,-71.183," 	2,953 ",Trachybasalt/Tephrite basanite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357091,Callaqui,Chile,Quiescent,B1,Sentinel?,T,"ASTER, MODIS?",,Stratovolcano,Eruption observed,1980 C.E.,South America,Central Chile and Argentina,-37.920,-71.450," 	3,164 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357092,"Marinaqui, Laguna",Chile,Inactive,C,,,,,Pyroclastic cone(s),Evidence credible,Unknown,South America,Central Chile and Argentina,-38.255,-71.167," 	2,108 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357093,Tolhuaca,Chile,Inactive,C,,,ASTER,,Stratovolcano,Evidence credible,4000 B.C.E.,South America,Central Chile and Argentina,-38.310,-71.645," 	2,739 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357100,Lonquimay,Chile,Quiescent,B1,Sentinel not enough,"Def, G, T","ASTER, MODIS?",,Stratovolcano,Eruption observed,1990 C.E.,South America,Central Chile and Argentina,-38.379,-71.586," 	2,832 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357101,Tralihue,Argentina,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,South America,Central Chile and Argentina,-38.509,-70.898," 	2,448 ",Trachyandesite/Basaltic trachyandesite,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357102,"Blanca, Laguna",Argentina,Inactive,C,,,,,Volcanic field,Evidence credible,Unknown,South America,Central Chile and Argentina,-39.020,-70.370," 	1,700 ",Basalt/Picro-basalt,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357110,Llaima,Chile,Active,A2,Sentinel not enough,"Def, G, T","ASTER, MODIS",2,Stratovolcano,Eruption observed,2009 C.E.,South America,Central Chile and Argentina,-38.692,-71.729," 	3,125 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357111,Sollipulli,Chile,Inactive,C,,,,,Caldera,Eruption dated,1240 C.E.,South America,Central Chile and Argentina,-38.970,-71.520," 	2,282 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357112,Caburgua-Huelemolle,Chile,Inactive,C,,,,,Pyroclastic cone(s),Eruption dated,5050 B.C.E.,South America,Central Chile and Argentina,-39.250,-71.750," 	1,652 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357120,Villarrica,Chile,Active,A1,Sentinel not enough,"Def, G, T","ASTER, MODIS",3,Stratovolcano,Eruption observed,2021 C.E.,South America,Central Chile and Argentina,-39.420,-71.930," 	2,847 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357121,Quetrupillan,Chile,Inactive,C,,,,,Stratovolcano,Eruption dated,255 C.E.,South America,Central Chile and Argentina,-39.496,-71.722," 	2,360 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357122,Lanin,Chile-Argentina,Inactive,C,,,,,Stratovolcano,Eruption dated,560 C.E.,South America,Central Chile and Argentina,-39.637,-71.502," 	3,776 ",Trachyandesite/Basaltic trachyandesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357123,Huanquihue Group,Argentina,Quiescent,B1,,T,ASTER,,Stratovolcano(es),Eruption dated,1750 C.E.,South America,Central Chile and Argentina,-39.887,-71.580," 	2,189 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357130,Mocho-Choshuenco,Chile,Inactive,C,,,ASTER,,Stratovolcano(es),Eruption observed,1937 C.E.,South America,Central Chile and Argentina,-39.927,-72.027," 	2,422 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357140,Carran-Los Venados,Chile,Inactive,C,,,,,Pyroclastic cone(s),Eruption observed,1979 C.E.,South America,Central Chile and Argentina,-40.350,-72.070," 	1,114 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
357150,Puyehue-Cordon Caulle,Chile,Active,A2,Sentinel not enough,"Def, G, T","ASTER, MODIS",2,Stratovolcano,Eruption observed,2012 C.E.,South America,Central Chile and Argentina,-40.590,-72.117," 	2,236 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
